"caption","commentsCount","likesCount","hashtags.0","hashtags.1","hashtags.2","hashtags.3","hashtags.4","hashtags.5","hashtags.6","hashtags.7","hashtags.8","hashtags.9","hashtags.10","hashtags.11","ownerUsername","timestamp","type","kalenderwoche"
"Der britische Flugzeugträger HMS „Queen Elizabeth“ hat am Nachmittag den Hamburger Hafen erreicht. Schaulustige beobachteten die Ankunft des 284 Meter langen Schiffes von Land aus. Wegen Sturmböen auf der Nordsee konnte der Flugzeugträger erst später als erwartet in die Elbe einfahren. 

Die HMS „Queen Elizabeth“ war am 4. November im englischen Portsmouth in See gestochen. Der Flugzeugträger ist 284 Meter lang und 73 Meter breit – und bietet Platz für 1.450 Besatzungsmitglieder und 40 Kampfflugzeuge. Das Schiff hat am Kreuzfahrtterminal Steinwerder angelegt und soll dort bis Samstag festmachen. Es nimmt an einer NATO-Übung teil. Seit 13 Jahren war kein britischer Flugzeugträger mehr zu Gast im Hamburger Hafen. 

#hamburg #flugzeugträger #queenelizabeth #nato #großbritannien #tagesschau",448,78230,"hamburg","flugzeugträger","queenelizabeth","nato","großbritannien","tagesschau","","","","","","","tagesschau",2024-11-18 20:30:19,"Image",47
"Der sächsische CDU-Bundestagsabgeordnete Marco Wanderwitz tritt bei der Neuwahl des Bundestages im Februar nicht mehr an. Der 49-Jährige begründete das im Gespräch mit der Chemnitzer „Freien Presse“ mit zunehmenden Anfeindungen gegen sich. 

„Ich muss meine Familie und mich körperlich und seelisch schützen“, sagte Wanderwitz. „Wir haben es als Zivilgesellschaft nicht geschafft, den Abgeordneten den Rücken zu stärken.“ 

#wanderwitz #cdu #afd #sachsen #tagesschau #nachrichten",2065,99393,"wanderwitz","cdu","afd","sachsen","tagesschau","nachrichten","","","","","","","tagesschau",2024-11-19 10:30:15,"Sidecar",47
"Die Nachfrage nach Pistaziencreme boomt. Ein Großhändler aus Baden-Württemberg verkauft derzeit die zehnfache Menge. Sechs Tonnen pro Woche gehen an die Kund:innen. Der Grund dafür ist ein aktueller Food-Trend aus Dubai: die Dubai-Schokolade – eine mit Pistaziencreme und knusprigen Teigfäden gefüllte Süßigkeit.

Damit Kund:innen die Creme nicht horten, hat der Dessert-Großhändler JM Posner Kaufbegrenzungen eingeführt. „Man kann nicht mehr als vier Eimer online kaufen“, sagt der Geschäftsführer Pascal Walch. Teilweise bekomme er am Telefon höhere Preise für die Creme geboten – darauf lasse er sich aber nicht ein. 

Die Pistazien für die Creme stammten aus Sizilien. Zu den Abnehmer:innen gehörten Bäckereien, Desserthersteller und auch Privatkund:innen, berichtet der Geschäftsführer. Schon vor dem Trend zur Dubai-Schokolade sei die Nachfrage nach Pistaziencreme gestiegen – das Produkt werde etwa zur Füllung von Croissants verwendet. „Da haben wir generell dieses Jahr schon deutlich mehr verkauft als das Jahr zuvor.“ 

Die Pistaziencreme werde nicht nur für selbstgemachte Dubai-Schokolade genutzt. „Viele machen auch Dubai-Tiramisu, Dubai-Eiscreme oder Dubai-Cheesecake daraus, es gibt viele Variationen.“ Alles verkaufe sich. „Sobald Dubai dransteht, kaufen es die Leute.“ Und das meine er nicht abwertend. „Wenn Dubai dransteht, wissen die Leute, was sie erwartet, und probieren es. Das ist so ähnlich wie bei anderen Geschmacksrichtungen.“ 

#dubaischokolade #dubai #schokolade #pistazien #tagesschau",1596,138136,"dubaischokolade","dubai","schokolade","pistazien","tagesschau","","","","","","","","tagesschau",2024-11-18 18:51:06,"Sidecar",47
"Wenn im Herbst das nasse Laub auf den Straßen liegt, kann das vor allem für Radfahrende gefährlich werden. Ein Fahrradhändler erklärt, wie man trotzdem die Kontrolle über sein Rad behält. #fahrrad #herbst #laub #nachrichten #tagesschau",673,21582,"fahrrad","herbst","laub","nachrichten","tagesschau","","","","","","","","tagesschau",2024-11-19 09:00:00,"Video",47
"In der SPD werden die Zweifel an einem Kanzlerkandidaten Scholz lauter –  inzwischen auch aus dem mächtigen NRW-Landesverband. Heute Abend will Medienberichten zufolge die SPD-Spitze über die Kanzlerkandidatur beraten. 

Die zwei führenden SPD-Bundestagsabgeordneten aus dem Landesverband Nordrhein-Westfalen haben Zweifel an Scholz' Kandidatentauglichkeit. „Im Zentrum steht die Frage, was die beste politische Aufstellung jetzt für diese Bundeswahl ist. Dabei hören wir viel Zuspruch für Boris Pistorius“, teilten die beiden Vorsitzenden der NRW-SPD-Landesgruppe im Bundestag, Dirk Wiese und Wiebke Esdar, mit und berichten von einer kritischen Debatte in den Wahlkreisen. 

Offenbar sprechen sie aber nicht für alle NRW-Abgeordneten der SPD. „Diese Statement der Vorsitzenden ist nicht in der NRW-Landesgruppe beschlossen worden“, sagte der nordrhein-westfälische Bundestagsabgeordnete Axel Schäfer der Nachrichtenagentur Reuters. 

Zudem stehen die Äußerungen von Wiese und Esdar im Widerspruch zu den Äußerungen der SPD-Parteivorsitzenden, des ebenfalls aus NRW stammenden Fraktionsvorsitzenden Mützenich, sowie des SPD-Generalsekretärs Matthias Miersch, die sich zuletzt alle klar für Scholz ausgesprochen und die Debatte für beendet erklärt hatten. 

Der für Scholz gehandelte Pistorius selbst äußerte sich bislang nicht eindeutig und ließ sich bei Fragen zu einer möglichen Kanzlerkandidatur stets eine Hintertür offen. 

#spd #scholz #pistorius #kanzlerkandidat #nachrichten #tagesschau",674,63621,"spd","scholz","pistorius","kanzlerkandidat","nachrichten","tagesschau","","","","","","","tagesschau",2024-11-19 13:30:07,"Sidecar",47
"Die G20-Staaten haben sich bereits am ersten Tag des Gipfels auf eine Abschlusserklärung geeinigt, die zentrale Projekte von Gastgeberland Brasilien enthält: Kampf gegen Hunger und die Besteuerung von Superreichen. Bei anderen Themen gab es nur einen Minimalkonsens. 

„Wir werden uns bemühen, zusammenzuarbeiten, um sicherzustellen“, dass sehr vermögende Privatleute „effektiv besteuert werden“, heißt es in dem Dokument. Es sollen Mechanismen zur Bekämpfung von Steuervermeidung entwickeln werden. 

Außerdem wurde in Rio de Janeiro die Globale Allianz gegen Hunger und Armut ins Leben gerufen. Es fehle weder an Wissen noch an Ressourcen, sondern an politischem Willen, um den Menschen Zugang zu Nahrungsmitteln zu verschaffen, heißt es in der Abschlusserklärung. 

Beim Thema Klimawandel bekräftigten die Länder zwar das international vereinbarte Ziel, die Erderwärmung auf 1,5 Grad zu begrenzen. Bei der Frage der Finanzierung gab es jedoch keinen Durchbruch. 

Mit Blick auf die Kriege in der Ukraine und in Nahost konnte man sich in der Abschlusserklärung nur zu einem Minimalkonsens durchringen. Der russische Angriffskrieg gegen die Ukraine wird wie bereits beim Gipfel in Indien im Vorjahr nicht mehr explizit von einer Mehrheit der Länder verurteilt. Beim Treffen auf Bali vor zwei Jahren war dies noch der Fall. Russland, selbst G20-Mitglied, wird in der Passage zum Ukraine-Krieg erneut nicht erwähnt. Es wird nur allgemein „auf das menschliche Leid und die negativen zusätzlichen Auswirkungen des Krieges“ verwiesen, beispielsweise auf die Nahrungsmittel- und Energiesicherheit. 

#g20 #klima #steuern #krieg #nahost #ukraine #nachrichten #tagesschau",881,73839,"g20","klima","steuern","krieg","nahost","ukraine","nachrichten","tagesschau","","","","","tagesschau",2024-11-19 07:58:01,"Sidecar",47
"Mädchen sind im deutschen Bildungssystem erfolgreicher als Jungs. Sie gehen häufiger aufs Gymnasium, machen öfter Abitur. Ein Gymnasium in Mainz fördert deshalb gezielt nur Jungs. #bildung #schule #nachrichten #tagesschau",1545,27280,"bildung","schule","nachrichten","tagesschau","","","","","","","","","tagesschau",2024-11-19 12:04:18,"Video",47
"Eine künstlerisch umstrittene Statue des englischen Fußball-Nationalspielers Harry Kane ist in London vor den Augen des Bayern-Stars enthüllt worden. Die Statue, die nach Informationen der „Daily Mail“ umgerechnet rund 8.600 Euro (7.200 Pfund) gekostet hat und bereits 2020 fertiggestellt wurde, steht beziehungsweise sitzt im Stadtteil Walthamstow, wo Kane geboren wurde.

Die Bronze-Figur sollte ursprünglich an einer Bahnstation platziert werden. Doch nach Einschätzung der zuständigen Behörde Transport For London stellte sie dort ein Sicherheitsrisiko dar. Ein anderer Standort im Park wurde von der lokalen Verwaltung abgelehnt. Daraufhin blieb die Statue mehrere Jahre in einem Lager, bis der neue Platz an einem Sportzentrum in Walthamstow gefunden wurde. Die Figur sitzt mit einem Ball auf einer Bank vor einer Wandmalerei, die ebenfalls Kane gewidmet ist.

Die Harry-Kane-Statue hatte vor Jahren für Aufmerksamkeit gesorgt, als Bilder an die Öffentlichkeit geraten waren. In sozialen Medien gab es viel Spott. Fans machten sich über die Statue lustig und monierten die fehlende Ähnlichkeit mit Englands Torjäger. Kane störte der Wirbel nach allem Anschein nicht. Bei der Präsentation am Montag posierte der ehemalige Tottenham-Star strahlend mit seinem bronzenen Abbild, machte ein Selfie und signierte die Wandmalerei.

#harrykane #england #london #fcbayern #FCB #statue #tagesschau",354,73963,"harrykane","england","london","fcbayern","FCB","statue","tagesschau","","","","","","tagesschau",2024-11-18 22:10:03,"Image",47
"Auf die Erlaubnis hatte die Ukraine lange gehofft. #tagesschau #nachrichten",888,8939,"tagesschau","nachrichten","","","","","","","","","","","tagesschau",2024-11-18 19:51:17,"Video",47
"Guten Morgen! ☕️

Es ist genau 1.000 Tage her, dass Russland die gesamte Ukraine angegriffen hat | Beim G20-Gipfel haben sich die Staats-und Regierungschef:innen auf eine gemeinsame Abschlusserklärung geeinigt | Der designierte US-Präsident Trump holt einen weiteren Fox-Moderator in sein künftiges Kabinett

Weitere Infos bekommt ihr auf tagesschau.de und bei tagesschau24.

Kommt gut in den Tag!
 
#g20 #ukraine #trump #usa #nachrichten #tagesschau",630,29643,"g20","ukraine","trump","usa","nachrichten","tagesschau","","","","","","","tagesschau",2024-11-19 05:59:48,"Sidecar",47
"Der scheidende US-Präsident Biden hat laut übereinstimmenden Medienberichten der Ukraine den Einsatz von US-Waffen mit längerer Reichweite gegen Ziele im russischen Staatsgebiet erlaubt. Die entsprechenden Beschränkungen seien aufgehoben worden. 

Die Regierung in Kiew wolle den ersten derartigen Angriff in den kommenden Tagen ausführen. Einzelheiten wurden nicht genannt. Die New York Times berichtete unter Berufung auf US-Regierungskreise, die Raketen dürften zunächst gegen russische und nordkoreanische Soldaten in der Oblast Kursk eingesetzt werden. Demnach dürften die Angriffe mit ATACMS-Raketen ausgeführt werden. 

Die Abkürzung „ATACMS“ steht für Army Tactical Missile Systems – Raketensysteme, die von Wirkung und Reichweite häufig mit den britischen „Storm Shadow“ und den deutschen „Taurus“-Marschflugkörpern verglichen werden. 

Die Entscheidung stellt einen erheblichen Kurswechsel der US-Regierung kurz vor dem Ausscheiden Bidens aus dem Amt im Januar dar. Laut New York Times ist die Freigabe weitreichender Waffen eine Reaktion auf den Einsatz nordkoreanischer Soldaten auf russischer Seite. Dieser überraschende Schritt der Regierung in Moskau hatte in den USA und der Ukraine Besorgnis ausgelöst. 

Wie es mit der US-Unterstützung nach der Amtsübernahme des neuen Präsidenten Donald Trump weitergeht, ist bisher unklar. Im Wahlkampf hatte er angekündigt, den Krieg schnell beenden zu wollen. Seine republikanische Partei hatte Waffenlieferungen an die Ukraine verzögert. 

Hinweis: Auf der 6. Kachel bei Punkt 3 müsste es heißen: Demnach sollen die Raketen v.a. bei der Abwehr der russischen Gegenoffensive in der Region Kursk helfen. Wir bitten um Entschuldigung. Damit die Kommentare erhalten bleiben, haben wir uns entschlossen, das Posting trotz des Fehlers nicht zu löschen.

#atacms #waffen #ukraine #russland #usa #tagesschau #nachrichten",1843,59001,"atacms","waffen","ukraine","russland","usa","tagesschau","nachrichten","","","","","","tagesschau",2024-11-18 18:01:19,"Sidecar",47
"Eine gelbe Broschüre liegt ab heute in vielen schwedischen Briefkästen. Darin enthalten: ein neuaufgelegter Ratgeber für zivile Notfälle. Frühere Hefte waren bereits in den 1940er Jahren während des Zweiten Weltkriegs verteilt worden.

Die aktuelle Broschüre soll die heutige sicherheitspolitische Realität besser widerspiegeln und beispielsweise erklären, was im Falle eines Atomangriffs zu tun sei, sagte Zivilschutzminister Carl-Oskar Bohlin bei der Vorstellung im Oktober. Zum Beispiel gehören Jodtabletten für den Fall eines Atomunfalls dazu.

Zuletzt war die Broschüre 2018 aktualisiert worden. Doch die Sicherheitslage hat sich nach Angaben der Regierung verschlechtert. Grund dafür ist der russische Angriffskrieg gegen die Ukraine. Deshalb enthält die Broschüre auch Schlussfolgerungen, die aus dem Einmarsch Russlands in die Ukraine gezogen wurden.

Die 31-seitige Broschüre ist auch in digitaler Form erhältlich. Neben praktischen Ratschlägen zu Cyber- und Terrorangriffen, Pandemien und Umweltbedrohungen sowie zur konventionellen Kriegsführung enthält sie Themen wie Selbstverteidigung, psychologische Verteidigung, digitale Sicherheit und Schutz vor Luftangriffen.

Solche Broschüren sind nicht ungewöhnlich. Auch andere stellen der Bevölkerung Tipps zur Vorbereitung für den Ernstfall bereit. Das Bundesamt für Bevölkerungsschutz und Katastrophenhilfe listet die Maßnahmen für Deutschland online auf.

#schweden #krieg #krisen #nachrichten #tagesschau",601,83920,"schweden","krieg","krisen","nachrichten","tagesschau","","","","","","","","tagesschau",2024-11-18 07:40:41,"Sidecar",47
"So kannst du bei der kommenden Bundestagswahl helfen. 

#bundestagswahl #tagesschau #nachrichten",187,8139,"bundestagswahl","tagesschau","nachrichten","","","","","","","","","","tagesschau",2024-11-18 17:00:53,"Video",47
"Über Neu-Delhi mit seinen rund 33 Millionen Einwohner:innen hängt eine dicke, giftige Dunstwolke. Die Feinstaubbelastung wird als schwerwiegend eingestuft. In einigen Gegenden Neu-Delhis lagen die Smogwerte mehr als 50-mal höher als die von der Weltgesundheitsorganisation empfohlenen Grenzwerte. 

Neu-Delhi hat wegen der stark gestiegenen Smogwerte den Schulunterricht weitgehend eingeschränkt und Bauarbeiten gestoppt. Nur Lastwagen mit essenziellen Gütern dürften in die Metropole fahren, ordnete die Verwaltung zudem an. 

Vor allem im Winter ist die Feinstaubbelastung im Norden Indiens hoch, was neben Abgasen von Autos und Industrie auch auf die Verbrennung von Ernterückständen durch Landwirt:innen zurückgeführt wird. 

#indien #smog #luftverschmutzung #nachrichten #tagesschau",703,129329,"indien","smog","luftverschmutzung","nachrichten","tagesschau","","","","","","","","tagesschau",2024-11-18 12:02:49,"Sidecar",47
"Betroffene eines umfangreichen Datendiebstahls bei Facebook vor einigen Jahren haben nach einem Urteil des Bundesgerichtshofs (BGH) vergleichsweise niedrige Hürden, um Schadenersatz zu bekommen. Sie müssen laut Urteil nur nachweisen, dass sie Opfer des Vorfalls waren. Es sei weder nötig, dass die Daten nachweislich missbraucht wurden. Noch müssten die Betroffenen Belege dafür liefern, dass sie nun in besonderer Weise beeinträchtigt sind – etwa in Angst und Sorge. 
 
Der BGH hat zum ersten Mal von der neuen Möglichkeit des Leitentscheidungsverfahrens Gebrauch gemacht. Die höchstrichterliche Klärung ist entscheidend für Tausende ähnlich gelagerte Fälle an Landes- und Oberlandesgerichten in Deutschland. Allerdings machte der Vorsitzende Richter deutlich, dass der Schadenersatz beim bloßen Kontrollverlust nicht allzu hoch ausfallen könne. Als Beispiel im konkreten Fall nannte er 100 Euro. Konkret muss das Oberlandesgericht Köln den Fall nun in Teilen noch einmal verhandeln und dabei klären, ob tatsächlich ein Datenschutzverstoß vorlag und wie der Schaden genau zu bemessen sei. 
 
Hintergrund ist ein Vorfall aus dem April 2021: Unbekannte hatten damals Daten von rund 533 Millionen Facebook-Nutzer:innen aus 106 Ländern im Internet veröffentlicht. Diese hatten die Täter:innen abgegriffen, indem sie eine Funktion zur Freunde-Suche ausnutzten. Im Anschluss hagelte es Klagen, die bisher an Landes- und Oberlandesgerichten zum Großteil keinen Erfolg hatten. 
 
Der Facebook-Mutterkonzern Meta gab sich stets überzeugt, die Klagen seien haltlos und unbegründet. Rechtsanwalt Martin Mekat von der Kanzlei Freshfields hatte noch nach der Verhandlung vergangene Woche betont, es habe bei dem Vorfall keinen Datenschutzverstoß gegeben, Facebook-Systeme seien nicht gehackt worden. 

 
#bgh #facebook #urteil #nachrichten #tagesschau",158,31626,"bgh","facebook","urteil","nachrichten","tagesschau","","","","","","","","tagesschau",2024-11-18 16:00:16,"Sidecar",47
